Worker Experience,Profession,Years Programming,Worker Gender,Worker Age
Hobbyist,Hobbyist,1.00,Male,32
Hobbyist,Hobbyist,1.00,Male,33
Hobbyist,Hobbyist,1.00,Male,27
Hobbyist,Hobbyist,1.00,Female,55
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Male,31
Hobbyist,Hobbyist,1.00,Male,29
Hobbyist,Hobbyist,1.00,Male,31
Hobbyist,Hobbyist,1.00,Male,31
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Male,35
Hobbyist,Hobbyist,1.00,Female,26
Hobbyist,Hobbyist,1.00,Male,26
Hobbyist,Hobbyist,1.00,Female,35
Hobbyist,Hobbyist,1.00,Male,44
Hobbyist,Hobbyist,1.00,Female,25
Hobbyist,Hobbyist,1.50,Male,25
Hobbyist,Hobbyist,10.00,Male,27
Hobbyist,Hobbyist,10.00,Male,41
Hobbyist,Hobbyist,10.00,Male,38
Hobbyist,Hobbyist,10.00,Male,28
Hobbyist,Hobbyist,10.00,Male,34
Hobbyist,Hobbyist,10.00,Female,30
Hobbyist,Hobbyist,10.00,Male,29
Hobbyist,Hobbyist,10.00,Male,51
Hobbyist,Hobbyist,10.00,Male,28
Hobbyist,Hobbyist,10.00,Male,23
Hobbyist,Hobbyist,10.00,Male,29
Hobbyist,Hobbyist,10.00,Female,30
Hobbyist,Hobbyist,10.00,Male,29
Hobbyist,Hobbyist,10.00,Male,29
Hobbyist,Hobbyist,10.00,Male,28
Hobbyist,Hobbyist,10.00,Male,59
Hobbyist,Hobbyist,10.00,Male,37
Hobbyist,Hobbyist,10.00,Prefer not to tell,34
Hobbyist,Hobbyist,10.00,Male,26
Hobbyist,Hobbyist,10.00,Male,30
Hobbyist,Hobbyist,10.00,Male,43
Hobbyist,Hobbyist,10.00,Male,28
Hobbyist,Hobbyist,10.00,Male,29
Hobbyist,Hobbyist,10.00,Male,42
Hobbyist,Hobbyist,10.00,Male,31
Hobbyist,Hobbyist,10.00,Male,43
Hobbyist,Hobbyist,10.00,Male,34
Hobbyist,Hobbyist,10.00,Female,32
Hobbyist,Hobbyist,10.00,Female,31
Hobbyist,Hobbyist,10.00,Female,48
Hobbyist,Hobbyist,10.00,Male,32
Hobbyist,Hobbyist,10.00,Male,29
Hobbyist,Hobbyist,10.00,Female,42
Hobbyist,Hobbyist,10.00,Male,30
Hobbyist,Hobbyist,10.00,Male,26
Hobbyist,Hobbyist,10.00,Female,30
Hobbyist,Hobbyist,10.00,Male,44
Hobbyist,Hobbyist,10.00,Female,53
Hobbyist,Hobbyist,10.00,Male,29
Hobbyist,Hobbyist,10.00,Male,44
Hobbyist,Hobbyist,10.00,Female,28
Hobbyist,Hobbyist,10.00,Male,28
Hobbyist,Hobbyist,10.00,Female,44
Hobbyist,Hobbyist,10.00,Male,34
Hobbyist,Hobbyist,10.00,Male,32
Hobbyist,Hobbyist,12.00,Female,38
Hobbyist,Hobbyist,12.00,Female,54
Hobbyist,Hobbyist,12.00,Male,30
Hobbyist,Hobbyist,12.00,Male,28
Hobbyist,Hobbyist,12.00,Male,28
Hobbyist,Hobbyist,12.00,Female,32
Hobbyist,Hobbyist,12.00,Male,36
Hobbyist,Hobbyist,12.00,Male,31
Hobbyist,Hobbyist,12.00,Male,31
Hobbyist,Hobbyist,13.00,Male,39
Hobbyist,Hobbyist,13.00,Male,29
Hobbyist,Hobbyist,13.00,Male,29
Hobbyist,Hobbyist,13.00,Male,29
Hobbyist,Hobbyist,13.00,Female,31
Hobbyist,Hobbyist,14.00,Male,32
Hobbyist,Hobbyist,14.00,Female,31
Hobbyist,Hobbyist,14.00,Male,31
Hobbyist,Hobbyist,14.00,Female,29
Hobbyist,Hobbyist,15.00,Male,33
Hobbyist,Hobbyist,15.00,Male,66
Hobbyist,Hobbyist,15.00,Male,32
Hobbyist,Hobbyist,15.00,Male,37
Hobbyist,Hobbyist,15.00,Male,35
Hobbyist,Hobbyist,15.00,Male,32
Hobbyist,Hobbyist,15.00,Male,33
Hobbyist,Hobbyist,15.00,Male,36
Hobbyist,Hobbyist,15.00,Male,46
Hobbyist,Hobbyist,15.00,Male,35
Hobbyist,Hobbyist,15.00,Male,30
Hobbyist,Hobbyist,15.00,Male,40
Hobbyist,Hobbyist,15.00,Male,35
Hobbyist,Hobbyist,15.00,Male,32
Hobbyist,Hobbyist,15.00,Male,40
Hobbyist,Hobbyist,15.00,Female,40
Hobbyist,Hobbyist,15.00,Female,31
Hobbyist,Hobbyist,15.00,Male,32
Hobbyist,Hobbyist,15.00,Female,31
Hobbyist,Hobbyist,15.00,Male,29
Hobbyist,Hobbyist,15.00,Male,33
Hobbyist,Hobbyist,15.00,Male,31
Hobbyist,Hobbyist,15.00,Male,33
Hobbyist,Hobbyist,15.00,Female,37
Hobbyist,Hobbyist,15.00,Male,29
Hobbyist,Hobbyist,15.00,Male,29
Hobbyist,Hobbyist,15.00,Male,42
Hobbyist,Hobbyist,15.00,Male,29
Hobbyist,Hobbyist,15.00,Male,35
Hobbyist,Hobbyist,16.00,Male,52
Hobbyist,Hobbyist,17.00,Female,43
Hobbyist,Hobbyist,2.00,Male,39
Hobbyist,Hobbyist,2.00,Male,36
Hobbyist,Hobbyist,2.00,Male,24
Hobbyist,Hobbyist,2.00,Male,30
Hobbyist,Hobbyist,2.00,Male,23
Hobbyist,Hobbyist,2.00,Male,34
Hobbyist,Hobbyist,2.00,Female,25
Hobbyist,Hobbyist,2.00,Female,32
Hobbyist,Hobbyist,2.00,Male,24
Hobbyist,Hobbyist,2.00,Male,20
Hobbyist,Hobbyist,2.00,Male,22
Hobbyist,Hobbyist,2.00,Male,30
Hobbyist,Hobbyist,2.00,Female,24
Hobbyist,Hobbyist,2.00,Male,25
Hobbyist,Hobbyist,2.00,Other,26
Hobbyist,Hobbyist,2.00,Female,39
Hobbyist,Hobbyist,2.00,Male,35
Hobbyist,Hobbyist,2.00,Male,54
Hobbyist,Hobbyist,2.00,Male,27
Hobbyist,Hobbyist,2.00,Male,29
Hobbyist,Hobbyist,2.00,Male,33
Hobbyist,Hobbyist,2.00,Female,39
Hobbyist,Hobbyist,2.00,Male,20
Hobbyist,Hobbyist,2.00,Female,31
Hobbyist,Hobbyist,2.00,Female,29
Hobbyist,Hobbyist,2.00,Male,33
Hobbyist,Hobbyist,2.00,Male,28
Hobbyist,Hobbyist,2.00,Male,28
Hobbyist,Hobbyist,2.00,Male,22
Hobbyist,Hobbyist,2.00,Female,31
Hobbyist,Hobbyist,2.00,Male,24
Hobbyist,Hobbyist,2.00,Female,35
Hobbyist,Hobbyist,2.00,Male,19
Hobbyist,Hobbyist,2.00,Male,26
Hobbyist,Hobbyist,2.00,Female,35
Hobbyist,Hobbyist,2.00,Male,32
Hobbyist,Hobbyist,2.00,Female,31
Hobbyist,Hobbyist,2.00,Male,27
Hobbyist,Hobbyist,2.00,Male,29
Hobbyist,Hobbyist,2.00,Female,25
Hobbyist,Hobbyist,2.00,Male,27
Hobbyist,Hobbyist,2.00,Female,25
Hobbyist,Hobbyist,2.00,Male,35
Hobbyist,Hobbyist,2.00,Male,23
Hobbyist,Hobbyist,2.00,Male,26
Hobbyist,Hobbyist,2.00,Female,27
Hobbyist,Hobbyist,2.00,Male,22
Hobbyist,Hobbyist,2.00,Male,42
Hobbyist,Hobbyist,2.00,Male,31
Hobbyist,Hobbyist,2.00,Male,24
Hobbyist,Hobbyist,2.00,Female,27
Hobbyist,Hobbyist,2.00,Prefer not to tell,23
Hobbyist,Hobbyist,2.00,Male,29
Hobbyist,Hobbyist,2.00,Female,32
Hobbyist,Hobbyist,2.00,Male,40
Hobbyist,Hobbyist,2.00,Female,25
Hobbyist,Hobbyist,2.00,Male,26
Hobbyist,Hobbyist,2.00,Female,26
Hobbyist,Hobbyist,2.00,Male,23
Hobbyist,Hobbyist,2.00,Male,33
Hobbyist,Hobbyist,2.00,Female,23
Hobbyist,Hobbyist,2.00,Male,19
Hobbyist,Hobbyist,2.00,Male,24
Hobbyist,Hobbyist,2.00,Male,29
Hobbyist,Hobbyist,2.00,Male,35
Hobbyist,Hobbyist,2.00,Female,32
Hobbyist,Hobbyist,2.00,Female,25
Hobbyist,Hobbyist,2.00,Male,23
Hobbyist,Hobbyist,2.00,Male,36
Hobbyist,Hobbyist,2.00,Male,28
Hobbyist,Hobbyist,2.00,Male,31
Hobbyist,Hobbyist,2.00,Female,39
Hobbyist,Hobbyist,2.00,Male,31
Hobbyist,Hobbyist,2.00,Male,23
Hobbyist,Hobbyist,2.00,Female,39
Hobbyist,Hobbyist,2.00,Male,32
Hobbyist,Hobbyist,2.00,Male,23
Hobbyist,Hobbyist,2.00,Male,29
Hobbyist,Hobbyist,2.00,Female,41
Hobbyist,Hobbyist,2.00,Female,47
Hobbyist,Hobbyist,2.00,Male,21
Hobbyist,Hobbyist,2.00,Male,22
Hobbyist,Hobbyist,2.00,Male,22
Hobbyist,Hobbyist,2.00,Female,29
Hobbyist,Hobbyist,2.00,Male,27
Hobbyist,Hobbyist,2.00,Female,32
Hobbyist,Hobbyist,2.00,Female,45
Hobbyist,Hobbyist,2.00,Female,20
Hobbyist,Hobbyist,2.00,Male,31
Hobbyist,Hobbyist,2.00,Female,29
Hobbyist,Hobbyist,2.00,Female,25
Hobbyist,Hobbyist,2.00,Prefer not to tell,41
Hobbyist,Hobbyist,2.00,Male,27
Hobbyist,Hobbyist,2.00,Male,25
Hobbyist,Hobbyist,2.00,Female,24
Hobbyist,Hobbyist,2.00,Female,66
Hobbyist,Hobbyist,2.00,Male,29
Hobbyist,Hobbyist,2.00,Female,47
Hobbyist,Hobbyist,2.00,Male,31
Hobbyist,Hobbyist,2.00,Female,40
Hobbyist,Hobbyist,2.00,Male,27
Hobbyist,Hobbyist,2.00,Female,25
Hobbyist,Hobbyist,2.00,Male,36
Hobbyist,Hobbyist,2.00,Other,23
Hobbyist,Hobbyist,2.00,Female,37
Hobbyist,Hobbyist,2.00,Male,24
Hobbyist,Hobbyist,2.00,Male,31
Hobbyist,Hobbyist,2.00,Female,33
Hobbyist,Hobbyist,2.00,Male,30
Hobbyist,Hobbyist,2.50,Male,33
Hobbyist,Hobbyist,20.00,Male,45
Hobbyist,Hobbyist,20.00,Male,52
Hobbyist,Hobbyist,20.00,Male,32
Hobbyist,Hobbyist,20.00,Male,51
Hobbyist,Hobbyist,20.00,Male,41
Hobbyist,Hobbyist,20.00,Female,44
Hobbyist,Hobbyist,20.00,Male,46
Hobbyist,Hobbyist,20.00,Male,56
Hobbyist,Hobbyist,24.00,Male,33
Hobbyist,Hobbyist,25.00,Male,37
Hobbyist,Hobbyist,25.00,Male,38
Hobbyist,Hobbyist,25.00,Male,46
Hobbyist,Hobbyist,3.00,Female,23
Hobbyist,Hobbyist,3.00,Female,34
Hobbyist,Hobbyist,3.00,Female,39
Hobbyist,Hobbyist,3.00,Male,38
Hobbyist,Hobbyist,3.00,Female,31
Hobbyist,Hobbyist,3.00,Female,21
Hobbyist,Hobbyist,3.00,Male,22
Hobbyist,Hobbyist,3.00,Male,28
Hobbyist,Hobbyist,3.00,Male,25
Hobbyist,Hobbyist,3.00,Male,32
Hobbyist,Hobbyist,3.00,Male,25
Hobbyist,Hobbyist,3.00,Male,37
Hobbyist,Hobbyist,3.00,Female,23
Hobbyist,Hobbyist,3.00,Male,28
Hobbyist,Hobbyist,3.00,Male,28
Hobbyist,Hobbyist,3.00,Female,34
Hobbyist,Hobbyist,3.00,Male,36
Hobbyist,Hobbyist,3.00,Male,32
Hobbyist,Hobbyist,3.00,Male,29
Hobbyist,Hobbyist,3.00,Male,29
Hobbyist,Hobbyist,3.00,Male,31
Hobbyist,Hobbyist,3.00,Male,29
Hobbyist,Hobbyist,3.00,Male,30
Hobbyist,Hobbyist,3.00,Female,29
Hobbyist,Hobbyist,3.00,Female,32
Hobbyist,Hobbyist,3.00,Female,24
Hobbyist,Hobbyist,3.00,Male,33
Hobbyist,Hobbyist,3.00,Female,22
Hobbyist,Hobbyist,3.00,Male,32
Hobbyist,Hobbyist,3.00,Male,37
Hobbyist,Hobbyist,3.00,Male,37
Hobbyist,Hobbyist,3.00,Male,24
Hobbyist,Hobbyist,3.00,Female,59
Hobbyist,Hobbyist,3.00,Female,26
Hobbyist,Hobbyist,3.00,Female,25
Hobbyist,Hobbyist,3.00,Male,28
Hobbyist,Hobbyist,3.00,Female,28
Hobbyist,Hobbyist,3.00,Male,26
Hobbyist,Hobbyist,3.00,Male,28
Hobbyist,Hobbyist,3.00,Male,24
Hobbyist,Hobbyist,3.00,Male,31
Hobbyist,Hobbyist,3.00,Male,28
Hobbyist,Hobbyist,3.00,Female,23
Hobbyist,Hobbyist,3.00,Male,32
Hobbyist,Hobbyist,3.00,Male,37
Hobbyist,Hobbyist,3.00,Male,25
Hobbyist,Hobbyist,3.00,Male,26
Hobbyist,Hobbyist,3.00,Male,30
Hobbyist,Hobbyist,3.00,Male,32
Hobbyist,Hobbyist,3.00,Male,25
Hobbyist,Hobbyist,3.00,Male,20
Hobbyist,Hobbyist,3.00,Male,22
Hobbyist,Hobbyist,3.00,Male,30
Hobbyist,Hobbyist,3.00,Female,34
Hobbyist,Hobbyist,3.00,Female,30
Hobbyist,Hobbyist,30.00,Male,44
Hobbyist,Hobbyist,30.00,Male,60
Hobbyist,Hobbyist,30.00,Male,48
Hobbyist,Hobbyist,30.00,Male,45
Hobbyist,Hobbyist,30.00,Male,45
Hobbyist,Hobbyist,30.00,Male,48
Hobbyist,Hobbyist,30.00,Male,45
Hobbyist,Hobbyist,30.00,Male,45
Hobbyist,Hobbyist,30.00,Male,45
Hobbyist,Hobbyist,32.00,Male,32
Hobbyist,Hobbyist,33.00,Male,43
Hobbyist,Hobbyist,33.00,Male,47
Hobbyist,Hobbyist,35.00,Male,59
Hobbyist,Hobbyist,35.00,Male,59
Hobbyist,Hobbyist,35.00,Male,59
Hobbyist,Hobbyist,4.00,Male,30
Hobbyist,Hobbyist,4.00,Male,24
Hobbyist,Hobbyist,4.00,Female,50
Hobbyist,Hobbyist,4.00,Male,27
Hobbyist,Hobbyist,4.00,Female,34
Hobbyist,Hobbyist,4.00,Male,22
Hobbyist,Hobbyist,4.00,Female,25
Hobbyist,Hobbyist,4.00,Female,58
Hobbyist,Hobbyist,4.00,Male,25
Hobbyist,Hobbyist,4.00,Female,25
Hobbyist,Hobbyist,4.00,Male,38
Hobbyist,Hobbyist,4.00,Male,26
Hobbyist,Hobbyist,4.00,Male,34
Hobbyist,Hobbyist,4.00,Male,27
Hobbyist,Hobbyist,4.00,Male,28
Hobbyist,Hobbyist,4.00,Male,31
Hobbyist,Hobbyist,4.00,Female,29
Hobbyist,Hobbyist,4.00,Male,27
Hobbyist,Hobbyist,4.00,Male,31
Hobbyist,Hobbyist,4.00,Male,28
Hobbyist,Hobbyist,4.00,Male,35
Hobbyist,Hobbyist,4.00,Male,36
Hobbyist,Hobbyist,4.00,Male,43
Hobbyist,Hobbyist,4.00,Male,28
Hobbyist,Hobbyist,4.00,Male,23
Hobbyist,Hobbyist,4.00,Male,26
Hobbyist,Hobbyist,4.00,Male,23
Hobbyist,Hobbyist,4.00,Male,34
Hobbyist,Hobbyist,5.00,Male,28
Hobbyist,Hobbyist,5.00,Male,21
Hobbyist,Hobbyist,5.00,Male,32
Hobbyist,Hobbyist,5.00,Male,33
Hobbyist,Hobbyist,5.00,Male,35
Hobbyist,Hobbyist,5.00,Male,30
Hobbyist,Hobbyist,5.00,Female,33
Hobbyist,Hobbyist,5.00,Male,34
Hobbyist,Hobbyist,5.00,Male,34
Hobbyist,Hobbyist,5.00,Male,29
Hobbyist,Hobbyist,5.00,Male,35
Hobbyist,Hobbyist,5.00,Male,35
Hobbyist,Hobbyist,5.00,Female,31
Hobbyist,Hobbyist,5.00,Male,30
Hobbyist,Hobbyist,5.00,Male,47
Hobbyist,Hobbyist,5.00,Male,29
Hobbyist,Hobbyist,5.00,Female,25
Hobbyist,Hobbyist,5.00,Female,34
Hobbyist,Hobbyist,5.00,Male,33
Hobbyist,Hobbyist,5.00,Female,25
Hobbyist,Hobbyist,5.00,Male,37
Hobbyist,Hobbyist,5.00,Male,64
Hobbyist,Hobbyist,5.00,Male,32
Hobbyist,Hobbyist,5.00,Female,38
Hobbyist,Hobbyist,5.00,Female,41
Hobbyist,Hobbyist,5.00,Male,27
Hobbyist,Hobbyist,5.00,Female,37
Hobbyist,Hobbyist,5.00,Female,29
Hobbyist,Hobbyist,5.00,Male,27
Hobbyist,Hobbyist,5.00,Male,24
Hobbyist,Hobbyist,5.00,Male,29
Hobbyist,Hobbyist,5.00,Male,33
Hobbyist,Hobbyist,5.00,Male,27
Hobbyist,Hobbyist,5.00,Female,27
Hobbyist,Hobbyist,5.00,Male,56
Hobbyist,Hobbyist,5.00,Male,24
Hobbyist,Hobbyist,5.00,Male,32
Hobbyist,Hobbyist,5.00,Male,36
Hobbyist,Hobbyist,5.00,Female,25
Hobbyist,Hobbyist,5.00,Male,29
Hobbyist,Hobbyist,5.00,Male,56
Hobbyist,Hobbyist,5.00,Male,36
Hobbyist,Hobbyist,5.00,Female,40
Hobbyist,Hobbyist,5.00,Male,34
Hobbyist,Hobbyist,5.00,Female,31
Hobbyist,Hobbyist,5.00,Male,29
Hobbyist,Hobbyist,5.00,Female,24
Hobbyist,Hobbyist,5.00,Male,29
Hobbyist,Hobbyist,5.00,Male,29
Hobbyist,Hobbyist,5.00,Male,36
Hobbyist,Hobbyist,5.00,Male,28
Hobbyist,Hobbyist,5.00,Male,35
Hobbyist,Hobbyist,5.00,Male,36
Hobbyist,Hobbyist,5.00,Female,40
Hobbyist,Hobbyist,5.00,Male,55
Hobbyist,Hobbyist,5.00,Male,36
Hobbyist,Hobbyist,5.00,Female,59
Hobbyist,Hobbyist,5.00,Female,56
Hobbyist,Hobbyist,5.00,Male,38
Hobbyist,Hobbyist,5.00,Male,23
Hobbyist,Hobbyist,6.00,Male,28
Hobbyist,Hobbyist,6.00,Male,49
Hobbyist,Hobbyist,6.00,Male,47
Hobbyist,Hobbyist,6.00,Female,28
Hobbyist,Hobbyist,6.00,Male,36
Hobbyist,Hobbyist,6.00,Male,43
Hobbyist,Hobbyist,6.00,Male,50
Hobbyist,Hobbyist,6.00,Male,32
Hobbyist,Hobbyist,6.00,Male,33
Hobbyist,Hobbyist,6.00,Male,27
Hobbyist,Hobbyist,6.00,Male,33
Hobbyist,Hobbyist,6.00,Female,25
Hobbyist,Hobbyist,6.00,Female,49
Hobbyist,Hobbyist,6.00,Female,52
Hobbyist,Hobbyist,6.00,Female,39
Hobbyist,Hobbyist,6.00,Male,35
Hobbyist,Hobbyist,6.00,Male,49
Hobbyist,Hobbyist,6.00,Male,32
Hobbyist,Hobbyist,7.00,Male,29
Hobbyist,Hobbyist,7.00,Male,29
Hobbyist,Hobbyist,7.00,Male,36
Hobbyist,Hobbyist,7.00,Male,24
Hobbyist,Hobbyist,8.00,Male,31
Hobbyist,Hobbyist,8.00,Male,30
Hobbyist,Hobbyist,8.00,Male,28
Hobbyist,Hobbyist,8.00,Male,27
Hobbyist,Hobbyist,8.00,Male,30
Hobbyist,Hobbyist,8.00,Male,24
Hobbyist,Hobbyist,8.00,Female,37
Hobbyist,Hobbyist,8.00,Male,50
Hobbyist,Hobbyist,8.00,Male,26
Hobbyist,Hobbyist,8.00,Male,18
Hobbyist,Hobbyist,8.00,Male,25
Hobbyist,Hobbyist,8.00,Female,26
Hobbyist,Hobbyist,8.00,Male,19
Hobbyist,Hobbyist,8.00,Male,32
Hobbyist,Hobbyist,8.00,Male,36
Hobbyist,Hobbyist,8.00,Male,28
Hobbyist,Hobbyist,8.00,Female,37
Hobbyist,Hobbyist,8.00,Female,30
Hobbyist,Hobbyist,9.00,Male,28
Hobbyist,Hobbyist,9.00,Male,30
Hobbyist,Hobbyist,9.00,Female,37
Hobbyist,Hobbyist,9.00,Female,37
Other Accountant,Other,0.00,Female,33
Other Accountant,Other,0.00,Female,25
Other accountant,Other,1.00,Female,31
Other Amateur,Other,3.00,Male,28
Other amateur,Other,5.00,Male,38
Other analyst,Other,10.00,Male,39
Other artist,Other,10.00,Female,30
Other ASR,Other,1.00,Female,20
Other Assistant Professor,Other,7.00,Male,28
Other beginner,Other,0.00,Female,63
Other BSEE,Other,30.00,Male,50
Other Business Systems Analyst,Other,15.00,Male,50
Other cashier,Other,0.00,Female,29
Other clerk,Other,2.00,Male,27
Other college graduate,Other,0.00,Male,31
"Other college grauate, nurse",Other,0.00,Female,36
Other College Professor,Other,15.00,Female,39
Other Computer repair tech,Other,1.00,Female,44
Other computer systems administrator,Other,6.00,Male,30
Other construction manager,Other,2.00,Male,51
Other Controller,Other,1.00,Male,36
Other crime analyst,Other,4.00,Female,44
Other Curious,Other,1.00,Prefer not to tell,36
Other currently unemployed,Other,5.00,Male,60
Other Data Analyst,Other,3.00,Male,25
Other DBA,Professional_Developer,10.00,Female,27
Other DBA with undergrad comp sci degree,Professional_Developer,10.00,Female,27
Other degree,Other,3.00,Male,27
Other Developer support,Professional_Developer,1.00,Male,26
Other Development Manager; former developer,Other,20.00,Male,44
Other disabled veteran,Other,3.00,Female,41
Other Disabled Veteran,Other,10.00,Male,28
Other ecologist,Other,26.00,Female,47
Other elementary school teacher,Other,0.00,Female,43
Other Employed,Other,2.00,Male,32
Other Employed,Other,10.00,Male,35
Other employed IT,Other,3.00,Male,39
Other end user,Other,0.00,Female,35
Other engineer,Other,1.00,Male,54
Other engineer,Other,4.00,Male,34
Other engineer,Other,6.00,Male,30
Other engineer,Other,8.00,Male,33
Other equipment technician,Other,0.00,Male,35
Other former professional developer,Professional_Developer,12.00,Female,33
Other former programmer,Other,6.00,Female,44
Other Freelancer,Other,0.00,Female,23
Other full time employee,Other,0.00,Female,43
Other Full time employee,Other,2.00,Female,23
Other Full-Time worker,Other,4.00,Male,24
Other Gamer,Other,3.00,Male,25
Other Graduate,Other,4.00,Female,29
Other Graphic designer,Other,3.00,Male,37
Other hardware engineer,Other,15.00,Male,42
Other Helpdesk support,Other,0.00,Male,34
Other Home Maker,Other,0.00,Female,52
Other homemaker,Other,0.00,Female,51
Other homemaker,Other,0.00,Female,39
Other homemaker,Other,0.00,Female,54
Other Homemaker,Other,0.00,Female,51
Other homemaker,Other,1.00,Female,36
Other Homemaker,Other,1.00,Female,32
Other homemaker,Other,1.00,Female,35
Other house wife,Other,2.00,Female,50
Other housewife,Other,2.00,Female,30
Other HR Assistant,Other,0.00,Male,27
Other HR Assistant,Other,1.00,Male,27
Other I do not know any programming languages.,Other,0.00,Male,41
Other I have 3 years college for gaming programming,Other,6.00,Male,24
Other I used to have to do some html coding in my previous job,Other,1.00,Female,31
Other I'm a stay at home mom,Other,0.00,Female,38
Other Independent Contractor,Other,0.00,Female,41
Other Independent Contractor (Online),Other,2.50,Male,24
Other Informational Science Technician,Other,2.00,Male,30
Other Insurance Processor,Other,0.00,Male,44
Other IT administrator,Other,0.00,Male,43
Other IT analyst,Other,10.00,Male,39
Other IT Director,Other,6.00,Female,34
Other IT Help Desk,Other,10.00,Female,33
Other It programmer,Professional_Developer,1.00,Male,49
Other IT Project Manager,Other,5.00,Male,34
Other IT Tech support,Other,4.00,Female,24
Other IT Worker,Other,2.00,Male,26
Other Lawyer,Other,1.00,Female,40
Other legal assistant,Other,0.00,Female,43
Other Librarian,Other,2.00,Female,27
Other Machinist,Other,1.00,Male,21
Other Manager,Other,10.00,Male,53
Other Massage Therapist,Other,0.00,Female,28
Other Mturk,Other,1.00,Male,30
Other MTurk Worker,Other,0.00,Female,62
Other MTurk Worker,Other,0.00,Female,62
Other mturk worker,Other,0.00,Female,52
Other mturk worker,Other,0.00,Female,29
Other Mturker,Other,0.00,Female,26
Other MTurker,Other,1.00,Female,35
Other N/A,Other,0.00,Male,22
Other NA,Other,0.00,Male,23
Other Network Administrator,Other,4.00,Male,28
Other Newbie,Other,0.00,Female,35
Other none,Other,0.00,Female,24
Other none,Other,0.00,Male,40
Other none,Other,0.00,Female,34
Other None,Other,0.00,Male,31
Other online entrepreneur,Other,0.00,Male,46
Other Online learner,Other,1.00,Female,32
Other Operator,Other,1.00,Male,30
Other Paraprofessional,Other,1.00,Female,31
Other Part-time work,Other,2.00,Female,36
"Other Past developer, now manager",Other,20.00,Male,46
Other person,Other,0.00,Female,27
Other physician,Other,1.00,Female,28
Other Physicist,Other,20.00,Male,35
Other Professor,Other,15.00,Female,39
Other Professor,Other,30.00,Male,52
Other PROGRAMMER,Professional_Developer,2.00,Female,27
Other Project Coordinator,Other,2.00,Male,41
Other PT Worker,Other,0.00,Male,48
Other Published Writer,Other,0.00,Female,49
Other QA,Other,1.00,Female,25
Other Recent Graduate,Other,7.00,Female,22
Other Receptionist,Other,0.00,Female,24
Other Research Assistant,Other,2.00,Female,23
Other Retired,Other,3.00,Male,67
Other Retired,Other,30.00,Female,62
Other retired,Other,35.00,Female,67
Other Retired Computer Programmer,Other,30.00,Male,61
Other Retired Developer,Other,20.00,Female,41
Other retired developer,Other,50.00,Male,72
Other Retired SW Engineer,Other,20.00,Male,60
Other re-tooling,Other,1.00,Male,55
Other sales manager,Other,0.00,Male,37
Other Sales Manager,Other,4.00,Male,31
Other Self employed,Other,0.00,Female,35
Other Self employed,Other,0.00,Female,33
Other Self Employed,Other,2.00,Male,25
Other self employed,Other,3.00,Female,34
Other self employed/unemployed,Other,0.00,Female,27
Other Self-learning,Other,1.00,Male,31
Other some knowledge of software,Other,2.00,Female,26
Other Some programming in school,Other,3.00,Male,26
Other Stat Analyst,Other,2.00,Male,25
Other stay at home mom,Other,1.00,Female,26
Other Stayat home mom,Other,0.00,Female,31
Other Student,Other,1.00,Female,39
Other Sysadmin,Other,2.00,Male,24
Other Teacher,Other,0.00,Female,38
Other teacher,Other,0.00,Female,27
Other teacher,Other,0.00,Female,46
Other teacher,Other,2.00,Male,29
Other Teacher,Other,5.00,Female,29
Other teaching professional,Other,1.00,Male,32
Other Tech School,Other,1.00,Female,32
Other Tech Support Manager,Other,15.00,Male,47
Other Technical User Support Analyst,Other,1.00,Male,28
Other teleservices rep/fundraiser,Other,12.00,Female,42
Other Unemployed,Other,0.00,Male,27
Other unemployed,Other,0.00,Male,38
Other Unemployed,Other,0.00,Female,29
Other unemployed,Other,0.00,Male,28
Other Unemployed,Other,2.00,Prefer not to tell,24
Other unemployed,Other,5.00,Female,36
Other Unemployed,Other,30.00,Male,49
Other Unemployed Computer Operator,Other,0.00,Male,61
Other unemployed non-student,Other,0.00,Female,25
Other Unemployed.,Other,0.00,Female,19
Other Used to work as a software engineer. Currently a homemaker.,Other,2.00,Female,31
Other UX designer/developer,Professional_Developer,12.00,Male,29
Other Website Developer,Other,5.00,Male,31
Other work,Other,7.00,Female,42
Other Working part time in an establishment,Other,0.00,Male,35
Other Workstation Support Specialist,Other,4.00,Male,41
Other Writer,Other,0.00,Female,38
Other writer,Other,0.50,Male,71
Other wrtier,Other,0.00,Male,64
Professional_Developer,Professional_Developer,0.00,Male,30
Professional_Developer,Professional_Developer,0.00,Female,22
Professional_Developer,Professional_Developer,1.00,Male,25
Professional_Developer,Professional_Developer,3.00,Male,25
Professional_Developer,Professional_Developer,3.00,Male,25
Professional_Developer,Professional_Developer,1.00,Male,25
Professional_Developer,Professional_Developer,1.00,Female,22
Professional_Developer,Professional_Developer,1.00,Male,26
Professional_Developer,Professional_Developer,1.00,Female,40
Professional_Developer,Professional_Developer,1.00,Male,24
Professional_Developer,Professional_Developer,1.00,Male,28
Professional_Developer,Professional_Developer,1.00,Male,26
Professional_Developer,Professional_Developer,1.00,Male,28
Professional_Developer,Professional_Developer,1.00,Male,36
Professional_Developer,Professional_Developer,1.00,Male,34
