% 1. Title: Microtasks from Experiment One
%
% 2. Sources:
%      (a) Creator: Christian Medeiros Adriano
%      (b) Date of Experiment: October 20, 2014
%      (c) Paper draft = https://arxiv.org/abs/1612.03015
%
%
%THESE FIELDS ARE MISSING IN THE FILE
%
%@ATTRIBUTE test1 NUMERIC  
%@ATTRIBUTE test2 NUMERIC
%@ATTRIBUTE test3 NUMERIC
%@ATTRIBUTE test4 NUMERIC
%@ATTRIBUTE grade NUMERIC
%@ATTRIBUTE testDuration NUMERIC
%
% Have to add double quotes for all text fields (question, answer and feedback)
%

@RELATION Task

@ATTRIBUTE time_stamp STRING
@ATTRIBUTE task_type {MICROTASK}
@ATTRIBUTE worker_id NUMERIC		
@ATTRIBUTE session_id STRING		
@ATTRIBUTE microtask_id NUMERIC
@ATTRIBUTE file_name STRING
@ATTRIBUTE question STRING
@ATTRIBUTE answer {NO,PROBABLY_NOT,I_CANT_TELL,PROBABLY_YES,YES}
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE explanation STRING
@ATTRIBUTE consent_date NUMERIC
@ATTRIBUTE feedback STRING
@ATTRIBUTE gender STRING
@ATTRIBUTE years_programming NUMERIC
@ATTRIBUTE difficulty NUMERIC
@ATTRIBUTE country STRING
@ATTRIBUTE age NUMERIC

@DATA
20:28:36.381,MICROTASK,1383_1,192IA1A-5g7-7-4,158,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'setText' in function 'appendMessage' at line 81 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,775119.0,it is conconatoion of strings,1.414195830473E12,-,Female,3,4,usa,35
20:30:53.415,MICROTASK,1383_1,192IA1A-5g7-7-4,21,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'equals' in function 'acquireExclusiveReadLock' at line 82 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,137034.0,if the file name returned by the getFileNameOnly() is null; you might get the exception,1.414195830473E12,-,Female,3,4,usa,35
20:31:47.647,MICROTASK,1367_1,194Ig-9e-1g-672,164,9buggy_Hystrix_buggy.txt,Is there maybe something wrong with the invocation of function 'pop' in function 'endCurrentThreadExecutingCommand' at line 88 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,268025.0,The pop is not subordinated to the object in the appropriate way. Need parens?,1.414195148012E12,I'm not very familiar with Java syntax.,Male,10,6,USA,36
20:34:32.510,MICROTASK,1383_1,192IA1A-5g7-7-4,162,9buggy_Hystrix_buggy.txt,Is there maybe something wrong in the declaration of function 'endCurrentThreadExecutingCommand' at line 87 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,I_CANT_TELL,219095.0,not sure,1.414195830473E12,-,Female,3,4,usa,35
20:34:38.775,MICROTASK,1403_1,190ai0G4I40-7,175,11ByteArrayBuffer_buggy.java,Is there maybe something wrong with the invocation of function 'copyOf' in function 'grow' at line 121 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,81716.0,To me it looks as it should work.,1.414197064941E12,-,Female,3,4,Usa,37
20:35:28.808,MICROTASK,1403_1,190ai0G4I40-7,160,8buggy_AbstractReviewSection_buggy.txt,Is there perhaps something wrong with the values of the parameters received by function 'layout' when called by function 'appendMessage' at line 82 (e.g.; wrong variables used as parameters; wrong order; missing or wrong type of parameter; values of the parameters are not checked; etc .)?,I_CANT_TELL,50033.0,I am not sure,1.414197064941E12,-,Female,3,4,Usa,37
20:36:24.677,MICROTASK,1403_1,190ai0G4I40-7,23,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'getFileNameOnly' in function 'acquireExclusiveReadLock' at line 82 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,55869.0,This looks fine,1.414197064941E12,-,Female,3,4,Usa,37
20:36:55.206,MICROTASK,1403_1,190ai0G4I40-7,164,9buggy_Hystrix_buggy.txt,Is there maybe something wrong with the invocation of function 'pop' in function 'endCurrentThreadExecutingCommand' at line 88 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,30529.0,This looks good,1.414197064941E12,-,Female,3,4,Usa,37
20:37:04.216,MICROTASK,1403_1,190ai0G4I40-7,187,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'add' in function 'merge' at line 248 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,9009.0,I am not sure,1.414197064941E12,-,Female,3,4,Usa,37
20:37:12.851,MICROTASK,1403_1,190ai0G4I40-7,167,10HashPropertyBuilder_buggy.java,Is there possibly something wrong with the body of function 'calculateNumPopulatedBytes' between lines 136 and 144 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,I_CANT_TELL,8635.0,hard to tell,1.414197064941E12,-,Female,3,4,Usa,37
20:37:37.658,MICROTASK,1403_1,190ai0G4I40-7,104,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there perhaps something wrong with the values of the parameters received by function 'shortenText' when called by function 'addComments' at line 107 (e.g.; wrong variables used as parameters; wrong order; missing or wrong type of parameter; values of the parameters are not checked; etc .)?,NO,24807.0,This should have more symbols in order to work.,1.414197064941E12,-,Female,3,4,Usa,37
20:37:58.724,MICROTASK,1403_1,190ai0G4I40-7,151,7buggy_ReviewTaskMapper_buggy.txt,Is there maybe something wrong with the invocation of function 'mapScopeItem' in function 'mapScope' at line 235 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,21066.0,I think this needs more symbols in the code to show what you are trying to get,1.414197064941E12,-,Female,3,4,Usa,37
20:38:14.346,MICROTASK,1403_1,190ai0G4I40-7,126,6ReviewScopeNode_buggy.java,Is there maybe something wrong with the invocation of function 'containsKey' in function 'convertScopeToDescription' at line 62 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,15622.0,This looks good,1.414197064941E12,-,Female,3,4,Usa,37
20:38:29.652,MICROTASK,1403_1,190ai0G4I40-7,63,2SelectTranslator_buggy.java,Is there maybe something wrong with the body of the conditional clause between lines 548 and 550 (e.g.; enters the wrong branch; makes a call to a null pointer; calls a wrong type; etc.)?,NO,15306.0,This needs more symbols,1.414197064941E12,-,Female,3,4,Usa,37
20:40:44.086,MICROTASK,1394_1,191cG-3e-6e786,174,11ByteArrayBuffer_buggy.java,Is there possibly something wrong with the body of function 'grow' between lines 120 and 122 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,PROBABLY_YES,1154138.0,Maybe.As the limit for Integer in Java is 2^31 it might go negative after certain iterations of that function. better to have an exception associated with it.,1.41419606795E12,Nice way to go with Crowd Debugging.,Male,4,3,United States,23
20:41:21.187,MICROTASK,1367_1,194Ig-9e-1g-672,183,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'get' in function 'merge' at line 245 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,573540.0,i is a loop variable initialized to 0; it is only ever incremented within the while loop and stops being incremented if either it or its counterpart comes to equal the size of the two clocks; which will presumably be in the range (1; 32767). So when the constructor for ClockEntry is called to initialize v1; it shouldn't be being passed anything unusual. The calculation in line 248 looks more suspect.,1.414195148012E12,I'm not very familiar with Java syntax.,Male,10,6,USA,36
20:46:15.798,MICROTASK,1394_1,191cG-3e-6e786,159,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'layout' in function 'appendMessage' at line 82 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,331712.0,not worked so much with SWT,1.41419606795E12,Nice way to go with Crowd Debugging.,Male,4,3,United States,23
20:47:51.134,MICROTASK,1383_1,192IA1A-5g7-7-4,185,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'getNodeId' in function 'merge' at line 247 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,798624.0,result of Math.max is converted to short from long. Not sure if this will throw the exception,1.414195830473E12,-,Female,3,4,usa,35
20:49:15.128,MICROTASK,1367_1,194Ig-9e-1g-672,170,10HashPropertyBuilder_buggy.java,Is the body of the 'While-loop' between lines 139 and 142 possibly not producing what it is supposed to (e.g.; does not compute the expected result; does not exit at the expected iteration; etc.)?,I_CANT_TELL,473941.0,The body of the while loop seems to be in order; but whether or not it ever ends depends on nextOrdinal (and how it behaves when given its data in the case in question). If the ordinals in question can be iterated over successfully; and nextOrdinal sets NO_MORE_ORDINALS appropriately once there are no more ordinals in the given OrdinalSet; then this particular while loop should not be the problem (a debugger or a test output would be helpful to pinpoint the problem).,1.414195148012E12,I'm not very familiar with Java syntax.,Male,10,6,USA,36
20:50:59.243,MICROTASK,1383_1,192IA1A-5g7-7-4,172,10HashPropertyBuilder_buggy.java,Is there maybe something wrong with the invocation of function 'nextOrdinal' in function 'calculateNumPopulatedBytes' at line 141 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,188109.0,Not sure what the value of NO_MORE_ORDINALS i,1.414195830473E12,-,Female,3,4,usa,35
20:54:30.002,MICROTASK,1383_1,192IA1A-5g7-7-4,102,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there maybe something wrong with the invocation of function 'setTitle' in function 'addComments' at line 107 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,210758.0,If the result of gerritComment.getMessage() is less than 10 one may get the exception,1.414195830473E12,-,Female,3,4,usa,35
20:55:56.000,MICROTASK,1367_1,194Ig-9e-1g-672,100,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there maybe something wrong with the invocation of function 'setCreationDate' in function 'addComments' at line 106 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,400872.0,Why should it be there? The invocation seems in order; as long as PatchLineComment has a getWrittenOn method; even if it returned a null pointer; presumably setCreationDate can assign null to a date value.,1.414195148012E12,I'm not very familiar with Java syntax.,Male,10,6,USA,36
20:56:00.237,MICROTASK,1394_1,191cG-3e-6e786,22,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'getName' in function 'acquireExclusiveReadLock' at line 82 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,584439.0,It can happen that List<FTPFile> files are initialised null and dont get updated in the if-else. Its better to put a null check before accessing the name of the file,1.41419606795E12,Nice way to go with Crowd Debugging.,Male,4,3,United States,23
20:56:55.689,MICROTASK,1383_1,192IA1A-5g7-7-4,149,7buggy_ReviewTaskMapper_buggy.txt,Is there maybe something wrong with the invocation of function 'add' in function 'mapScope' at line 235 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,145687.0,Not sure where we are defining scope private ReviewDslScope mapScope(ReviewScope scope) { ,1.414195830473E12,-,Female,3,4,usa,35
20:58:52.232,MICROTASK,1367_1,194Ig-9e-1g-672,147,7buggy_ReviewTaskMapper_buggy.txt,Is the body of the 'For-loop' between lines 234 and 236 possibly not producing what it is supposed to (e.g.; does not compute the expected result; does not exit at the expected iteration; etc.)?,NO,176232.0,It looks fine.,1.414195148012E12,I'm not very familiar with Java syntax.,Male,10,6,USA,36
21:01:24.848,MICROTASK,1367_1,194Ig-9e-1g-672,122,6ReviewScopeNode_buggy.java,Is there maybe something wrong with the invocation of function 'getItems' in function 'convertScopeToDescription' at line 60 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,152616.0,No; if there are none; the for loop should simply exit; as the initial value of item will exceed 'null' if it happens to be returned.,1.414195148012E12,I'm not very familiar with Java syntax.,Male,10,6,USA,36
21:02:50.408,MICROTASK,1394_1,191cG-3e-6e786,163,9buggy_Hystrix_buggy.txt,Is there possibly something wrong with the body of function 'endCurrentThreadExecutingCommand' between lines 87 and 89 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,I_CANT_TELL,410171.0,Not much proficiency in threading.,1.41419606795E12,Nice way to go with Crowd Debugging.,Male,4,3,United States,23
21:03:51.712,MICROTASK,1367_1,194Ig-9e-1g-672,59,2SelectTranslator_buggy.java,Is there maybe something wrong with the invocation of function 'remove' in function 'appendColumn' at line 545 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,146864.0,I just can't tell.,1.414195148012E12,I'm not very familiar with Java syntax.,Male,10,6,USA,36
21:05:52.806,MICROTASK,1383_1,192IA1A-5g7-7-4,124,6ReviewScopeNode_buggy.java,Is it possible that the conditional clause at line 62 has problems (e.g.; wrong Boolean operator; wrong comparison; misplaced parentheses; etc.)?,PROBABLY_YES,537117.0,if key ends up with null; the result of counts.containsKey could be null will cause NullPointerException,1.414195830473E12,-,Female,3,4,usa,35
21:06:04.407,MICROTASK,1420_1,188CI6c-1c-110,173,11ByteArrayBuffer_buggy.java,Is there maybe something wrong in the declaration of function 'grow' at line 120 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,NO,152409.0,There is no parameter that is needed to be listed in grow(),1.414198550394E12
21:07:45.693,MICROTASK,1420_1,188CI6c-1c-110,152,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong in the declaration of function 'appendMessage' at line 78 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,YES,101286.0,Section isn't a identifier,1.414198550394E12
21:08:03.473,MICROTASK,1383_1,192IA1A-5g7-7-4,61,2SelectTranslator_buggy.java,Is there maybe something wrong with the body of the conditional clause between lines 547 and 554 (e.g.; enters the wrong branch; makes a call to a null pointer; calls a wrong type; etc.)?,PROBABLY_YES,130667.0,if attributeOverrides = new HashMap<ObjAttribute; ColumnDescriptor>(); return null; one could get the NullPointerException,1.414195830473E12,-,Female,3,4,usa,35
21:12:31.989,MICROTASK,1420_1,188CI6c-1c-110,25,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'getTimeInMillis' in function 'acquireExclusiveReadLock' at line 84 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,286296.0,doesn't say what ExlcusiveReadLockStrategy is inside the function call,1.414198550394E12
21:12:49.526,MICROTASK,1394_1,191cG-3e-6e786,186,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'getNodeId' in function 'merge' at line 247 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,599118.0,No there will be no side effects as node id in ClockEntry will always be a 'short' as its constructors validates it while creation.,1.41419606795E12,Nice way to go with Crowd Debugging.,Male,4,3,United States,23
21:13:16.198,MICROTASK,1437_1,187ce4A4A0-1-5,174,11ByteArrayBuffer_buggy.java,Is there possibly something wrong with the body of function 'grow' between lines 120 and 122 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,I_CANT_TELL,121090.0,Possibly; yes,1.414199456183E12,-,Male,1,5,USA,25
21:13:48.625,MICROTASK,1437_1,187ce4A4A0-1-5,153,8buggy_AbstractReviewSection_buggy.txt,Is there possibly something wrong with the body of function 'appendMessage' between lines 78 and 84 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,NO,32427.0,no error found,1.414199456183E12,-,Male,1,5,USA,25
21:15:03.312,MICROTASK,1420_1,188CI6c-1c-110,162,9buggy_Hystrix_buggy.txt,Is there maybe something wrong in the declaration of function 'endCurrentThreadExecutingCommand' at line 87 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_YES,151323.0,function get() isn't specified,1.414198550394E12
21:15:50.191,MICROTASK,1437_1,187ce4A4A0-1-5,26,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'getTimestamp' in function 'acquireExclusiveReadLock' at line 84 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,121566.0,I dont see anything particular,1.414199456183E12,-,Male,1,5,USA,25
21:16:20.347,MICROTASK,1437_1,187ce4A4A0-1-5,163,9buggy_Hystrix_buggy.txt,Is there possibly something wrong with the body of function 'endCurrentThreadExecutingCommand' between lines 87 and 89 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,YES,30156.0,spacing,1.414199456183E12,-,Male,1,5,USA,25
21:16:32.478,MICROTASK,1437_1,187ce4A4A0-1-5,190,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'getNodeId' in function 'merge' at line 248 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,12131.0,looks good,1.414199456183E12,-,Male,1,5,USA,25
21:16:45.435,MICROTASK,1394_1,191cG-3e-6e786,166,10HashPropertyBuilder_buggy.java,Is there maybe something wrong in the declaration of function 'calculateNumPopulatedBytes' at line 136 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_YES,235909.0,Can code to the superclass by saying if Iterator is supperclass; the parameter can be  Iterator ordinalIterator.,1.41419606795E12,Nice way to go with Crowd Debugging.,Male,4,3,United States,23
21:17:12.131,MICROTASK,1437_1,187ce4A4A0-1-5,170,10HashPropertyBuilder_buggy.java,Is the body of the 'While-loop' between lines 139 and 142 possibly not producing what it is supposed to (e.g.; does not compute the expected result; does not exit at the expected iteration; etc.)?,YES,39653.0,wrong character used,1.414199456183E12,-,Male,1,5,USA,25
21:17:30.646,MICROTASK,1437_1,187ce4A4A0-1-5,107,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there maybe something wrong with the invocation of function 'getMessage' in function 'addComments' at line 108 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,18515.0,I really dont know,1.414199456183E12,-,Male,1,5,USA,25
21:17:43.697,MICROTASK,1437_1,187ce4A4A0-1-5,146,7buggy_ReviewTaskMapper_buggy.txt,Is there maybe something wrong with the 'For-loop' construct at line 234 (e.g.; incorrect initialization; wrong counter increment; wrong exit condition; etc.)?,I_CANT_TELL,13051.0,I am unsure,1.414199456183E12,-,Male,1,5,USA,25
21:17:54.469,MICROTASK,1437_1,187ce4A4A0-1-5,129,6ReviewScopeNode_buggy.java,Is there maybe something wrong with the invocation of function 'Counter' in function 'convertScopeToDescription' at line 63 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,10772.0,No problems found,1.414199456183E12,-,Male,1,5,USA,25
21:18:14.795,MICROTASK,1437_1,187ce4A4A0-1-5,66,2SelectTranslator_buggy.java,Is there maybe something wrong with the invocation of function 'setJavaClass' in function 'appendColumn' at line 553 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),YES,20326.0,Character missing,1.414199456183E12,-,Male,1,5,USA,25
21:18:27.922,MICROTASK,1446_1,186Gi-8e0g-6-43,175,11ByteArrayBuffer_buggy.java,Is there maybe something wrong with the invocation of function 'copyOf' in function 'grow' at line 121 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,18581.0, ,1.414199802961E12
21:18:33.817,MICROTASK,1446_1,186Gi-8e0g-6-43,154,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'getTextClient' in function 'appendMessage' at line 79 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,5895.0, ,1.414199802961E12
21:18:52.666,MICROTASK,1446_1,186Gi-8e0g-6-43,27,1buggy_ApacheCamel.txt,Is it possible that the conditional clause at line 91 has problems (e.g.; wrong Boolean operator; wrong comparison; misplaced parentheses; etc.)?,I_CANT_TELL,18849.0, ,1.414199802961E12
21:23:40.263,MICROTASK,1441_1,183Eg0a-6c-976,174,11ByteArrayBuffer_buggy.java,Is there possibly something wrong with the body of function 'grow' between lines 120 and 122 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,I_CANT_TELL,37252.0,    i dont have idea,1.414199640693E12,-,Female,6,6,India,34
21:24:02.259,MICROTASK,1441_1,183Eg0a-6c-976,157,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'isDisposed' in function 'appendMessage' at line 80 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,21996.0,It may be,1.414199640693E12,-,Female,6,6,India,34
21:24:19.141,MICROTASK,1394_1,191cG-3e-6e786,103,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there maybe something wrong with the invocation of function 'shortenText' in function 'addComments' at line 107 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,453706.0,Doesnt matter; it will not reach that line if version is not got.,1.41419606795E12,Nice way to go with Crowd Debugging.,Male,4,3,United States,23
21:24:21.818,MICROTASK,1441_1,183Eg0a-6c-976,30,1buggy_ApacheCamel.txt,Is it possible that the conditional clause at line 100 has problems (e.g.; wrong Boolean operator; wrong comparison; misplaced parentheses; etc.)?,PROBABLY_YES,19559.0,Program execution causes NullPointerException ,1.414199640693E12,-,Female,6,6,India,34
21:24:24.218,MICROTASK,1450_1,184Ig7g8I-5-95,173,11ByteArrayBuffer_buggy.java,Is there maybe something wrong in the declaration of function 'grow' at line 120 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,NO,127911.0,data appears to be public so you should be able to manipulate it without passing it as a parameter,1.414200019922E12,-,Female,10,5,USA,26
21:24:54.759,MICROTASK,1441_1,183Eg0a-6c-976,163,9buggy_Hystrix_buggy.txt,Is there possibly something wrong with the body of function 'endCurrentThreadExecutingCommand' between lines 87 and 89 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,NO,32941.0,function produces an incorrect return value,1.414199640693E12,-,Female,6,6,India,34
21:25:20.996,MICROTASK,1441_1,183Eg0a-6c-976,194,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'getVersion' in function 'merge' at line 249 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,26237.0,the invocation of function 'getVersion' in function 'merge,1.414199640693E12,-,Female,6,6,India,34
21:25:40.390,MICROTASK,1441_1,183Eg0a-6c-976,167,10HashPropertyBuilder_buggy.java,Is there possibly something wrong with the body of function 'calculateNumPopulatedBytes' between lines 136 and 144 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,I_CANT_TELL,19394.0,i have no idea,1.414199640693E12,-,Female,6,6,India,34
21:26:10.363,MICROTASK,1441_1,183Eg0a-6c-976,111,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there maybe something wrong with the body of the conditional clause between lines 110 and 112 (e.g.; enters the wrong branch; makes a call to a null pointer; calls a wrong type; etc.)?,PROBABLY_NOT,29972.0,enters the wrong branch; makes a call to a null pointer,1.414199640693E12,-,Female,6,6,India,34
21:26:27.097,MICROTASK,1441_1,183Eg0a-6c-976,150,7buggy_ReviewTaskMapper_buggy.txt,Is there maybe something wrong with the invocation of function 'getItems' in function 'mapScope' at line 235 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,16734.0,Program execution causes UnsupportedMethodException ,1.414199640693E12,-,Female,6,6,India,34
21:26:41.657,MICROTASK,1450_1,184Ig7g8I-5-95,156,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the body of the conditional clause between lines 80 and 83 (e.g.; enters the wrong branch; makes a call to a null pointer; calls a wrong type; etc.)?,PROBABLY_YES,137439.0,What does type Label.getParent return?  Does it have a layout method?,1.414200019922E12,-,Female,10,5,USA,26
21:27:13.282,MICROTASK,1441_1,183Eg0a-6c-976,133,6ReviewScopeNode_buggy.java,Is there maybe something wrong with the invocation of function 'entrySet' in function 'convertScopeToDescription' at line 68 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,46185.0,Program execution causes NullPointerException ,1.414199640693E12,-,Female,6,6,India,34
21:27:54.110,MICROTASK,1441_1,183Eg0a-6c-976,34,2SelectTranslator_buggy.java,Is there maybe something wrong with the invocation of function 'getCurrentAlias' in function 'appendColumn' at line 522 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,40828.0,Is there maybe something wrong with the invocation of function 'getCurrentAlias' in function,1.414199640693E12,-,Female,6,6,India,34
21:28:24.917,MICROTASK,1450_1,184Ig7g8I-5-95,29,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'sleep' in function 'acquireExclusiveReadLock' at line 99 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),YES,103260.0,Sleep needs a parameter to tell it how long to sleep for.  Also; I don't believe it returns a boolean; think it is a void method.,1.414200019922E12,-,Female,10,5,USA,26
21:30:04.909,MICROTASK,1450_1,184Ig7g8I-5-95,162,9buggy_Hystrix_buggy.txt,Is there maybe something wrong in the declaration of function 'endCurrentThreadExecutingCommand' at line 87 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,I_CANT_TELL,99992.0,Can currentcommand be empty?,1.414200019922E12,-,Female,10,5,USA,26
21:30:37.138,MICROTASK,1461_1,182aG-4i8E-46-4,175,11ByteArrayBuffer_buggy.java,Is there maybe something wrong with the invocation of function 'copyOf' in function 'grow' at line 121 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,65442.0,The code may have been tampered with by an unknown source.,1.414200515779E12,-,Female,1,7,United States of America,36
21:31:22.364,MICROTASK,1461_1,182aG-4i8E-46-4,158,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'setText' in function 'appendMessage' at line 81 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,45226.0,The source code looks normal; and seems like it has no problems.,1.414200515779E12,-,Female,1,7,United States of America,36
21:32:19.032,MICROTASK,1461_1,182aG-4i8E-46-4,31,1buggy_ApacheCamel.txt,Is there maybe something wrong with the body of the conditional clause between lines 100 and 103 (e.g.; enters the wrong branch; makes a call to a null pointer; calls a wrong type; etc.)?,YES,56668.0,The wrong numbers were input into the code; changing it.,1.414200515779E12,-,Female,1,7,United States of America,36
21:32:53.289,MICROTASK,1461_1,182aG-4i8E-46-4,164,9buggy_Hystrix_buggy.txt,Is there maybe something wrong with the invocation of function 'pop' in function 'endCurrentThreadExecutingCommand' at line 88 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,34257.0,That can be normal; depending on the server.,1.414200515779E12,-,Female,1,7,United States of America,36
